,it,test,train,diff,layer,rad_complexity,num_histograms
0,0,47.688564476885645,50.31089483644228,2.622330359556635,0,0.0009732360097323601,2889
1,0,47.688564476885645,50.31089483644228,2.622330359556635,1,27744.412109375,3906
2,0,47.688564476885645,50.31089483644228,2.622330359556635,2,41174.9453125,4027
3,0,47.688564476885645,50.31089483644228,2.622330359556635,3,39302.59765625,4039
4,0,47.688564476885645,50.31089483644228,2.622330359556635,4,25692.318359375,4039
5,0,47.688564476885645,50.31089483644228,2.622330359556635,5,39709.70703125,4039
6,0,47.688564476885645,50.31089483644228,2.622330359556635,6,40835.88671875,4039
